,weight,height,label,predict
3347,0.36,0.885,thin,thin
3348,0.42,0.94,thin,thin
3349,0.38,0.66,normal,normal
3350,0.75,0.76,fat,fat
3351,0.63,0.83,normal,normal
3352,0.58,0.865,normal,normal
3353,0.68,0.87,normal,normal
3354,0.73,0.815,fat,fat
3355,0.48,0.805,normal,thin
3356,0.8,0.655,fat,fat
3357,0.51,0.785,normal,normal
3358,0.44,0.65,fat,fat
3359,0.75,0.695,fat,fat
3360,0.59,0.98,thin,thin
3361,0.79,0.92,normal,normal
3362,0.75,0.755,fat,fat
3363,0.64,0.685,fat,fat
3364,0.76,0.76,fat,fat
3365,0.8,0.62,fat,fat
3366,0.53,0.885,thin,thin
3367,0.39,0.68,normal,normal
3368,0.61,0.96,thin,thin
3369,0.42,0.65,normal,normal
3370,0.44,0.615,fat,fat
3371,0.7,0.66,fat,fat
3372,0.56,0.915,thin,thin
3373,0.59,0.765,fat,fat
3374,0.59,0.84,normal,normal
3375,0.44,0.67,normal,normal
3376,0.52,0.975,thin,thin
3377,0.77,0.955,normal,normal
3378,0.49,0.97,thin,thin
3379,0.64,0.89,normal,normal
3380,0.38,0.61,fat,fat
3381,0.67,0.87,normal,normal
3382,0.56,0.825,normal,normal
3383,0.42,0.76,thin,thin
3384,0.42,0.91,thin,thin
3385,0.75,0.735,fat,fat
3386,0.69,0.895,normal,normal
3387,0.47,0.94,thin,thin
3388,0.53,0.97,thin,thin
3389,0.78,0.695,fat,fat
3390,0.66,0.71,fat,fat
3391,0.7,0.84,normal,normal
3392,0.41,0.875,thin,thin
3393,0.43,0.995,thin,thin
3394,0.46,0.72,normal,normal
3395,0.77,0.67,fat,fat
3396,0.71,0.885,normal,normal
3397,0.5,0.755,normal,normal
3398,0.41,0.895,thin,thin
3399,0.66,0.705,fat,fat
3400,0.71,0.81,fat,fat
3401,0.52,0.95,thin,thin
3402,0.61,0.99,thin,thin
3403,0.58,0.605,fat,fat
3404,0.6,0.695,fat,fat
3405,0.79,0.9,normal,normal
3406,0.69,0.705,fat,fat
3407,0.52,0.95,thin,thin
3408,0.37,0.69,normal,normal
3409,0.73,0.84,fat,fat
3410,0.48,0.64,fat,fat
3411,0.7,0.99,thin,thin
3412,0.54,0.71,fat,fat
3413,0.71,0.74,fat,fat
3414,0.64,0.725,fat,fat
3415,0.52,0.655,fat,fat
3416,0.77,0.655,fat,fat
3417,0.35,0.87,thin,thin
3418,0.51,0.68,fat,fat
3419,0.67,0.835,normal,normal
3420,0.52,0.955,thin,thin
3421,0.44,0.77,normal,thin
3422,0.56,0.99,thin,thin
3423,0.51,0.78,normal,normal
3424,0.48,0.685,fat,fat
3425,0.74,0.69,fat,fat
3426,0.77,0.825,fat,fat
3427,0.66,0.68,fat,fat
3428,0.5,0.675,fat,fat
3429,0.6,0.615,fat,fat
3430,0.72,0.645,fat,fat
3431,0.4,0.6,fat,fat
3432,0.48,0.82,thin,thin
3433,0.62,0.815,normal,normal
3434,0.49,0.8,normal,normal
3435,0.66,0.88,normal,normal
3436,0.64,0.7,fat,fat
3437,0.71,0.875,normal,normal
3438,0.47,0.635,fat,fat
3439,0.41,0.705,normal,normal
3440,0.51,0.965,thin,thin
3441,0.45,0.87,thin,thin
3442,0.62,0.795,normal,normal
3443,0.48,0.805,normal,thin
3444,0.69,0.98,thin,thin
3445,0.58,0.66,fat,fat
3446,0.43,0.985,thin,thin
3447,0.45,0.75,normal,normal
3448,0.43,0.635,fat,fat
3449,0.79,0.93,normal,normal
3450,0.38,0.635,normal,normal
3451,0.59,0.62,fat,fat
3452,0.5,0.895,thin,thin
3453,0.75,0.755,fat,fat
3454,0.67,0.785,fat,fat
3455,0.68,0.96,thin,normal
3456,0.41,0.81,thin,thin
3457,0.59,0.78,normal,normal
3458,0.67,0.97,thin,thin
3459,0.54,0.63,fat,fat
3460,0.51,0.62,fat,fat
3461,0.44,0.695,normal,normal
3462,0.49,0.96,thin,thin
3463,0.6,0.8,normal,normal
3464,0.42,0.8,thin,thin
3465,0.52,0.77,normal,normal
3466,0.58,0.87,normal,normal
3467,0.74,0.845,fat,fat
3468,0.55,0.73,fat,fat
3469,0.47,0.85,thin,thin
3470,0.69,0.63,fat,fat
3471,0.42,0.97,thin,thin
3472,0.7,0.965,normal,normal
3473,0.67,0.83,normal,normal
3474,0.53,0.675,fat,fat
3475,0.61,0.645,fat,fat
3476,0.42,0.885,thin,thin
3477,0.42,0.775,thin,thin
3478,0.53,0.65,fat,fat
3479,0.44,0.695,normal,normal
3480,0.74,0.81,fat,fat
3481,0.65,0.865,normal,normal
3482,0.76,0.8,fat,fat
3483,0.62,0.785,fat,fat
3484,0.43,0.815,thin,thin
3485,0.49,0.83,thin,thin
3486,0.69,0.765,fat,fat
3487,0.66,0.99,thin,thin
3488,0.79,0.895,normal,normal
3489,0.35,0.94,thin,thin
3490,0.43,0.6,fat,fat
3491,0.65,0.895,normal,normal
3492,0.63,0.855,normal,normal
3493,0.8,0.6,fat,fat
3494,0.6,0.86,normal,normal
3495,0.49,0.925,thin,thin
3496,0.55,0.74,fat,normal
3497,0.77,0.605,fat,fat
3498,0.75,0.715,fat,fat
3499,0.7,0.87,normal,normal
3500,0.64,0.88,normal,normal
3501,0.55,0.645,fat,fat
3502,0.49,0.735,normal,normal
3503,0.62,0.68,fat,fat
3504,0.73,0.765,fat,fat
3505,0.4,0.67,normal,normal
3506,0.54,0.72,fat,fat
3507,0.55,0.81,normal,normal
3508,0.41,0.8,thin,thin
3509,0.43,0.675,normal,normal
3510,0.43,0.75,normal,normal
3511,0.64,0.82,normal,normal
3512,0.36,0.94,thin,thin
3513,0.54,0.63,fat,fat
3514,0.71,0.78,fat,fat
3515,0.5,0.715,normal,normal
3516,0.48,0.97,thin,thin
3517,0.79,0.725,fat,fat
3518,0.67,0.6,fat,fat
3519,0.53,0.94,thin,thin
3520,0.63,0.82,normal,normal
3521,0.7,0.925,normal,normal
3522,0.8,0.63,fat,fat
3523,0.36,0.665,normal,normal
3524,0.42,0.84,thin,thin
3525,0.45,0.77,normal,normal
3526,0.51,0.99,thin,thin
3527,0.58,0.805,normal,normal
3528,0.44,0.815,thin,thin
3529,0.56,0.7,fat,fat
3530,0.44,0.915,thin,thin
3531,0.45,0.88,thin,thin
3532,0.61,0.66,fat,fat
3533,0.37,0.64,normal,normal
3534,0.46,0.77,normal,normal
3535,0.61,0.655,fat,fat
3536,0.63,0.615,fat,fat
3537,0.71,0.94,normal,normal
3538,0.53,0.95,thin,thin
3539,0.77,0.745,fat,fat
3540,0.69,0.64,fat,fat
3541,0.79,0.825,fat,fat
3542,0.8,0.66,fat,fat
3543,0.67,0.835,normal,normal
3544,0.35,0.78,thin,thin
3545,0.45,0.845,thin,thin
3546,0.63,0.625,fat,fat
3547,0.39,0.875,thin,thin
3548,0.61,1.0,thin,thin
3549,0.66,0.825,normal,normal
3550,0.76,0.61,fat,fat
3551,0.62,0.785,fat,fat
3552,0.67,0.655,fat,fat
3553,0.59,0.965,thin,thin
3554,0.75,0.9,normal,normal
3555,0.49,0.87,thin,thin
3556,0.63,0.98,thin,thin
3557,0.41,0.695,normal,normal
3558,0.67,0.82,normal,normal
3559,0.38,0.8,thin,thin
3560,0.69,0.925,normal,normal
3561,0.46,0.74,normal,normal
3562,0.48,0.86,thin,thin
3563,0.49,0.695,fat,fat
3564,0.43,0.92,thin,thin
3565,0.63,0.92,normal,normal
3566,0.67,0.945,normal,normal
3567,0.4,0.885,thin,thin
3568,0.8,0.69,fat,fat
3569,0.67,0.955,thin,normal
3570,0.73,0.64,fat,fat
3571,0.51,0.66,fat,fat
3572,0.45,0.865,thin,thin
3573,0.73,0.785,fat,fat
3574,0.58,0.985,thin,thin
3575,0.56,0.67,fat,fat
3576,0.75,0.665,fat,fat
3577,0.72,0.735,fat,fat
3578,0.72,0.945,normal,normal
3579,0.46,0.665,fat,fat
3580,0.79,0.69,fat,fat
3581,0.79,0.755,fat,fat
3582,0.62,0.815,normal,normal
3583,0.4,0.835,thin,thin
3584,0.65,0.675,fat,fat
3585,0.51,0.915,thin,thin
3586,0.54,0.96,thin,thin
3587,0.73,0.725,fat,fat
3588,0.76,0.79,fat,fat
3589,0.47,0.61,fat,fat
3590,0.52,0.655,fat,fat
3591,0.64,0.655,fat,fat
3592,0.71,0.975,normal,normal
3593,0.76,0.735,fat,fat
3594,0.45,0.98,thin,thin
3595,0.53,0.715,fat,fat
3596,0.57,0.85,normal,normal
3597,0.52,0.89,thin,thin
3598,0.58,0.73,fat,fat
3599,0.8,1.0,normal,normal
3600,0.8,0.99,normal,normal
3601,0.77,0.975,normal,normal
3602,0.59,0.66,fat,fat
3603,0.65,0.72,fat,fat
3604,0.44,0.875,thin,thin
3605,0.46,1.0,thin,thin
3606,0.74,0.81,fat,fat
3607,0.59,0.805,normal,normal
3608,0.47,0.91,thin,thin
3609,0.7,0.945,normal,normal
3610,0.5,0.73,normal,normal
3611,0.76,0.73,fat,fat
3612,0.67,0.675,fat,fat
3613,0.58,0.865,normal,normal
3614,0.71,0.925,normal,normal
3615,0.48,0.63,fat,fat
3616,0.43,0.945,thin,thin
3617,0.39,0.88,thin,thin
3618,0.51,0.7,fat,fat
3619,0.62,0.73,fat,fat
3620,0.57,0.735,fat,fat
3621,0.79,0.99,normal,normal
3622,0.43,0.685,normal,normal
3623,0.44,0.8,thin,thin
3624,0.73,0.92,normal,normal
3625,0.47,0.795,normal,thin
3626,0.79,0.63,fat,fat
3627,0.56,0.845,normal,normal
3628,0.65,0.75,fat,fat
3629,0.53,0.94,thin,thin
3630,0.68,0.645,fat,fat
3631,0.77,0.785,fat,fat
3632,0.64,0.74,fat,fat
3633,0.42,0.88,thin,thin
3634,0.63,0.955,thin,thin
3635,0.46,0.795,thin,thin
3636,0.69,0.99,thin,thin
3637,0.77,0.81,fat,fat
3638,0.54,0.745,normal,normal
3639,0.4,0.84,thin,thin
3640,0.44,0.885,thin,thin
3641,0.48,0.885,thin,thin
3642,0.64,0.875,normal,normal
3643,0.5,0.9,thin,thin
3644,0.62,0.82,normal,normal
3645,0.67,0.695,fat,fat
3646,0.72,1.0,thin,normal
3647,0.47,0.795,normal,thin
3648,0.66,0.86,normal,normal
3649,0.63,0.65,fat,fat
3650,0.64,0.825,normal,normal
3651,0.66,0.835,normal,normal
3652,0.62,0.97,thin,thin
3653,0.43,0.795,thin,thin
3654,0.77,0.6,fat,fat
3655,0.44,0.885,thin,thin
3656,0.48,0.94,thin,thin
3657,0.55,0.975,thin,thin
3658,0.77,0.775,fat,fat
3659,0.49,0.99,thin,thin
3660,0.62,1.0,thin,thin
3661,0.75,0.81,fat,fat
3662,0.36,0.755,thin,thin
3663,0.74,0.7,fat,fat
3664,0.67,0.65,fat,fat
3665,0.8,0.645,fat,fat
3666,0.37,0.6,fat,fat
3667,0.4,1.0,thin,thin
3668,0.61,0.855,normal,normal
3669,0.57,0.965,thin,thin
3670,0.41,0.625,fat,fat
3671,0.64,0.83,normal,normal
3672,0.47,0.655,fat,fat
3673,0.52,0.635,fat,fat
3674,0.47,0.62,fat,fat
3675,0.64,0.895,normal,normal
3676,0.49,0.75,normal,normal
3677,0.38,0.895,thin,thin
3678,0.42,0.995,thin,thin
3679,0.6,0.685,fat,fat
3680,0.38,0.77,thin,thin
3681,0.61,0.87,normal,normal
3682,0.66,0.915,normal,normal
3683,0.57,0.845,normal,normal
3684,0.68,0.855,normal,normal
3685,0.38,0.655,normal,normal
3686,0.35,0.79,thin,thin
3687,0.76,0.615,fat,fat
3688,0.68,0.665,fat,fat
3689,0.7,0.645,fat,fat
3690,0.45,0.715,normal,normal
3691,0.43,0.74,normal,normal
3692,0.74,0.855,fat,fat
3693,0.49,0.875,thin,thin
3694,0.79,0.7,fat,fat
3695,0.64,0.61,fat,fat
3696,0.63,0.88,normal,normal
3697,0.79,0.755,fat,fat
3698,0.39,0.86,thin,thin
3699,0.7,0.685,fat,fat
3700,0.43,0.71,normal,normal
3701,0.69,0.895,normal,normal
3702,0.53,0.995,thin,thin
3703,0.43,0.77,thin,thin
3704,0.71,0.94,normal,normal
3705,0.6,0.845,normal,normal
3706,0.48,0.645,fat,fat
3707,0.41,0.94,thin,thin
3708,0.79,0.915,normal,normal
3709,0.61,0.74,fat,fat
3710,0.63,0.915,normal,normal
3711,0.76,0.79,fat,fat
3712,0.76,0.9,normal,normal
3713,0.57,0.89,thin,thin
3714,0.72,0.715,fat,fat
3715,0.38,0.815,thin,thin
3716,0.66,0.62,fat,fat
3717,0.69,0.74,fat,fat
3718,0.56,0.895,thin,thin
3719,0.75,0.665,fat,fat
3720,0.55,0.98,thin,thin
3721,0.61,0.705,fat,fat
3722,0.7,0.91,normal,normal
3723,0.75,0.68,fat,fat
3724,0.48,0.985,thin,thin
3725,0.76,0.865,fat,fat
3726,0.39,0.8,thin,thin
3727,0.8,0.95,normal,normal
3728,0.6,0.765,fat,fat
3729,0.45,0.815,thin,thin
3730,0.71,0.815,fat,fat
3731,0.76,0.77,fat,fat
3732,0.53,0.63,fat,fat
3733,0.51,0.92,thin,thin
3734,0.39,0.755,thin,thin
3735,0.63,0.62,fat,fat
3736,0.8,0.95,normal,normal
3737,0.66,0.625,fat,fat
3738,0.45,1.0,thin,thin
3739,0.6,0.965,thin,thin
3740,0.48,0.955,thin,thin
3741,0.48,0.73,normal,normal
3742,0.5,0.73,normal,normal
3743,0.72,0.795,fat,fat
3744,0.5,0.645,fat,fat
3745,0.6,0.805,normal,normal
3746,0.56,0.89,thin,thin
3747,0.68,0.87,normal,normal
3748,0.56,0.77,normal,normal
3749,0.37,0.8,thin,thin
3750,0.6,0.75,fat,fat
3751,0.42,0.68,normal,normal
3752,0.73,0.92,normal,normal
3753,0.6,0.715,fat,fat
3754,0.73,0.835,fat,fat
3755,0.65,0.845,normal,normal
3756,0.35,0.98,thin,thin
3757,0.57,0.7,fat,fat
3758,0.56,0.89,thin,thin
3759,0.64,0.7,fat,fat
3760,0.4,0.91,thin,thin
3761,0.51,0.62,fat,fat
3762,0.53,0.91,thin,thin
3763,0.48,0.805,normal,thin
3764,0.55,0.94,thin,thin
3765,0.66,0.735,fat,fat
3766,0.63,0.975,thin,thin
3767,0.69,0.64,fat,fat
3768,0.59,0.995,thin,thin
3769,0.44,0.955,thin,thin
3770,0.65,0.64,fat,fat
3771,0.36,0.62,normal,normal
3772,0.58,0.9,thin,thin
3773,0.62,0.88,normal,normal
3774,0.4,0.605,fat,fat
3775,0.77,0.78,fat,fat
3776,0.42,0.71,normal,normal
3777,0.66,0.71,fat,fat
3778,0.63,0.615,fat,fat
3779,0.41,0.61,fat,fat
3780,0.53,0.88,thin,thin
3781,0.76,0.685,fat,fat
3782,0.77,0.605,fat,fat
3783,0.66,0.635,fat,fat
3784,0.73,0.705,fat,fat
3785,0.8,0.84,fat,fat
3786,0.59,0.75,fat,fat
3787,0.73,0.925,normal,normal
3788,0.47,0.92,thin,thin
3789,0.74,0.6,fat,fat
3790,0.5,0.755,normal,normal
3791,0.77,0.82,fat,fat
3792,0.73,0.68,fat,fat
3793,0.64,0.99,thin,thin
3794,0.73,0.775,fat,fat
3795,0.46,0.675,fat,fat
3796,0.58,0.67,fat,fat
3797,0.58,0.91,thin,thin
3798,0.61,0.93,thin,thin
3799,0.39,0.72,normal,normal
3800,0.59,0.605,fat,fat
3801,0.65,0.935,normal,normal
3802,0.67,0.76,fat,fat
3803,0.8,0.675,fat,fat
3804,0.39,0.845,thin,thin
3805,0.42,0.755,thin,thin
3806,0.35,0.72,thin,thin
3807,0.51,0.82,normal,normal
3808,0.35,0.655,normal,normal
3809,0.64,0.75,fat,fat
3810,0.51,0.655,fat,fat
3811,0.38,0.695,normal,normal
3812,0.55,0.895,thin,thin
3813,0.78,0.705,fat,fat
3814,0.53,0.76,normal,normal
3815,0.59,0.81,normal,normal
3816,0.58,0.62,fat,fat
3817,0.46,0.605,fat,fat
3818,0.4,0.82,thin,thin
3819,0.73,0.63,fat,fat
3820,0.73,0.765,fat,fat
3821,0.44,0.785,thin,thin
3822,0.8,0.66,fat,fat
3823,0.61,0.685,fat,fat
3824,0.46,0.93,thin,thin
3825,0.66,0.94,normal,normal
3826,0.58,0.935,thin,thin
3827,0.46,0.85,thin,thin
3828,0.78,0.875,fat,fat
3829,0.63,0.89,normal,normal
3830,0.8,0.965,normal,normal
3831,0.36,0.735,thin,thin
3832,0.45,0.85,thin,thin
3833,0.5,0.61,fat,fat
3834,0.78,0.915,normal,normal
3835,0.57,0.885,thin,thin
3836,0.74,0.91,normal,normal
3837,0.36,0.71,thin,thin
3838,0.74,0.69,fat,fat
3839,0.71,0.645,fat,fat
3840,0.79,0.8,fat,fat
3841,0.78,0.665,fat,fat
3842,0.4,0.605,fat,fat
3843,0.4,0.885,thin,thin
3844,0.55,0.725,fat,fat
3845,0.69,0.84,normal,normal
3846,0.59,0.67,fat,fat
3847,0.54,0.74,normal,normal
3848,0.71,0.78,fat,fat
3849,0.68,0.9,normal,normal
3850,0.37,0.665,normal,normal
3851,0.6,0.72,fat,fat
3852,0.45,0.795,thin,thin
3853,0.42,0.725,normal,normal
3854,0.45,0.905,thin,thin
3855,0.68,0.925,normal,normal
3856,0.36,0.815,thin,thin
3857,0.77,0.93,normal,normal
3858,0.52,0.735,normal,normal
3859,0.7,0.98,thin,normal
3860,0.8,0.795,fat,fat
3861,0.48,0.84,thin,thin
3862,0.69,0.915,normal,normal
3863,0.38,0.885,thin,thin
3864,0.53,0.79,normal,normal
3865,0.77,0.765,fat,fat
3866,0.66,0.81,fat,fat
3867,0.48,0.655,fat,fat
3868,0.67,0.675,fat,fat
3869,0.68,0.655,fat,fat
3870,0.79,0.96,normal,normal
3871,0.72,0.91,normal,normal
3872,0.42,0.75,normal,normal
3873,0.52,0.915,thin,thin
3874,0.61,0.73,fat,fat
3875,0.69,1.0,thin,thin
3876,0.46,1.0,thin,thin
3877,0.69,1.0,thin,thin
3878,0.46,0.94,thin,thin
3879,0.61,0.77,fat,fat
3880,0.63,0.66,fat,fat
3881,0.73,0.62,fat,fat
3882,0.77,0.76,fat,fat
3883,0.56,0.76,normal,normal
3884,0.75,0.8,fat,fat
3885,0.69,0.65,fat,fat
3886,0.68,0.795,fat,fat
3887,0.73,0.745,fat,fat
3888,0.76,0.93,normal,normal
3889,0.6,0.63,fat,fat
3890,0.41,0.645,normal,normal
3891,0.49,0.765,normal,normal
3892,0.41,0.78,thin,thin
3893,0.49,0.8,normal,normal
3894,0.58,0.845,normal,normal
3895,0.44,0.815,thin,thin
3896,0.71,0.645,fat,fat
3897,0.56,0.875,thin,thin
3898,0.6,0.62,fat,fat
3899,0.78,0.625,fat,fat
3900,0.75,0.97,normal,normal
3901,0.37,0.625,normal,normal
3902,0.6,0.845,normal,normal
3903,0.59,0.735,fat,fat
3904,0.53,0.865,thin,thin
3905,0.46,0.94,thin,thin
3906,0.48,0.81,thin,thin
3907,0.41,0.74,normal,normal
3908,0.39,0.87,thin,thin
3909,0.45,0.975,thin,thin
3910,0.49,0.75,normal,normal
3911,0.53,0.975,thin,thin
3912,0.39,0.68,normal,normal
3913,0.39,0.72,normal,normal
3914,0.8,0.775,fat,fat
3915,0.71,0.81,fat,fat
3916,0.45,0.82,thin,thin
3917,0.65,0.855,normal,normal
3918,0.45,0.825,thin,thin
3919,0.71,0.825,fat,fat
3920,0.6,0.9,normal,normal
3921,0.64,0.62,fat,fat
3922,0.64,0.89,normal,normal
3923,0.36,0.635,normal,normal
3924,0.36,0.815,thin,thin
3925,0.79,0.91,normal,normal
3926,0.77,0.84,fat,fat
3927,0.35,0.765,thin,thin
3928,0.59,0.92,thin,thin
3929,0.75,0.805,fat,fat
3930,0.6,0.64,fat,fat
3931,0.59,0.625,fat,fat
3932,0.39,0.995,thin,thin
3933,0.41,0.975,thin,thin
3934,0.53,0.8,normal,normal
3935,0.38,0.695,normal,normal
3936,0.6,0.775,normal,normal
3937,0.75,0.905,normal,normal
3938,0.77,0.67,fat,fat
3939,0.35,0.945,thin,thin
3940,0.73,0.615,fat,fat
3941,0.76,0.88,normal,normal
3942,0.55,0.775,normal,normal
3943,0.7,0.81,fat,fat
3944,0.7,0.645,fat,fat
3945,0.56,0.84,normal,normal
3946,0.79,0.87,fat,fat
3947,0.54,0.92,thin,thin
3948,0.61,0.875,normal,normal
3949,0.68,0.85,normal,normal
3950,0.8,0.87,fat,fat
3951,0.42,0.815,thin,thin
3952,0.38,0.93,thin,thin
3953,0.73,0.935,normal,normal
3954,0.62,0.605,fat,fat
3955,0.57,0.87,normal,normal
3956,0.54,0.64,fat,fat
3957,0.61,0.88,normal,normal
3958,0.55,0.76,normal,normal
3959,0.37,0.715,thin,thin
3960,0.65,0.985,thin,thin
3961,0.73,0.845,fat,fat
3962,0.6,0.97,thin,thin
3963,0.74,0.745,fat,fat
3964,0.56,0.95,thin,thin
3965,0.66,0.935,normal,normal
3966,0.79,0.69,fat,fat
3967,0.57,0.67,fat,fat
3968,0.68,0.635,fat,fat
3969,0.74,0.995,normal,normal
3970,0.76,0.975,normal,normal
3971,0.51,0.925,thin,thin
3972,0.44,0.605,fat,fat
3973,0.79,0.815,fat,fat
3974,0.35,0.73,thin,thin
3975,0.4,0.8,thin,thin
3976,0.63,0.78,fat,fat
3977,0.44,0.645,fat,fat
3978,0.42,0.725,normal,normal
3979,0.51,0.825,normal,normal
3980,0.61,0.915,thin,thin
3981,0.49,0.995,thin,thin
3982,0.62,0.76,fat,fat
3983,0.5,0.855,thin,thin
3984,0.77,0.655,fat,fat
3985,0.53,0.875,thin,thin
3986,0.62,0.77,fat,fat
3987,0.62,0.895,normal,normal
3988,0.76,0.735,fat,fat
3989,0.56,0.635,fat,fat
3990,0.64,0.7,fat,fat
3991,0.4,0.72,normal,normal
3992,0.8,0.785,fat,fat
3993,0.78,0.915,normal,normal
3994,0.36,0.745,thin,thin
3995,0.73,0.875,normal,normal
3996,0.76,0.725,fat,fat
3997,0.7,0.655,fat,fat
3998,0.47,0.645,fat,fat
3999,0.53,0.69,fat,fat
4000,0.68,0.885,normal,normal
4001,0.38,0.995,thin,thin
4002,0.58,0.95,thin,thin
4003,0.42,0.805,thin,thin
4004,0.63,0.705,fat,fat
4005,0.59,0.885,normal,normal
4006,0.6,1.0,thin,thin
4007,0.45,0.91,thin,thin
4008,0.39,0.855,thin,thin
4009,0.68,0.995,thin,thin
4010,0.59,0.695,fat,fat
4011,0.72,0.785,fat,fat
4012,0.72,0.835,fat,fat
4013,0.68,0.87,normal,normal
4014,0.37,0.705,normal,normal
4015,0.55,0.945,thin,thin
4016,0.52,0.735,normal,normal
4017,0.68,0.625,fat,fat
4018,0.64,0.76,fat,fat
4019,0.8,0.975,normal,normal
4020,0.43,0.85,thin,thin
4021,0.56,0.86,normal,normal
4022,0.41,0.91,thin,thin
4023,0.51,0.62,fat,fat
4024,0.73,0.69,fat,fat
4025,0.68,0.785,fat,fat
4026,0.55,0.72,fat,fat
4027,0.6,0.92,thin,thin
4028,0.62,0.95,thin,thin
4029,0.57,0.87,normal,normal
4030,0.53,0.82,normal,normal
4031,0.57,0.9,thin,thin
4032,0.68,0.7,fat,fat
4033,0.78,0.755,fat,fat
4034,0.74,0.855,fat,fat
4035,0.61,0.95,thin,thin
4036,0.8,0.945,normal,normal
4037,0.62,0.83,normal,normal
4038,0.76,0.895,normal,normal
4039,0.76,0.705,fat,fat
4040,0.5,0.91,thin,thin
4041,0.47,0.995,thin,thin
4042,0.53,0.645,fat,fat
4043,0.58,0.845,normal,normal
4044,0.8,0.71,fat,fat
4045,0.65,0.925,normal,normal
4046,0.69,0.93,normal,normal
4047,0.68,0.995,thin,thin
4048,0.74,0.6,fat,fat
4049,0.55,0.895,thin,thin
4050,0.65,0.9,normal,normal
4051,0.46,0.66,fat,fat
4052,0.61,0.65,fat,fat
4053,0.52,0.69,fat,fat
4054,0.68,0.785,fat,fat
4055,0.57,0.77,normal,normal
4056,0.4,0.895,thin,thin
4057,0.78,0.785,fat,fat
4058,0.71,0.8,fat,fat
4059,0.43,0.945,thin,thin
4060,0.54,0.68,fat,fat
4061,0.68,0.835,normal,normal
4062,0.35,0.62,normal,normal
4063,0.35,0.785,thin,thin
4064,0.74,0.94,normal,normal
4065,0.43,0.76,normal,normal
4066,0.73,0.795,fat,fat
4067,0.62,0.935,thin,thin
4068,0.63,0.695,fat,fat
4069,0.58,0.875,normal,normal
4070,0.51,0.945,thin,thin
4071,0.64,0.94,thin,thin
4072,0.43,0.93,thin,thin
4073,0.66,0.975,thin,thin
4074,0.64,0.655,fat,fat
4075,0.45,0.67,fat,normal
4076,0.72,0.825,fat,fat
4077,0.78,0.775,fat,fat
4078,0.47,0.655,fat,fat
4079,0.67,0.855,normal,normal
4080,0.69,0.61,fat,fat
4081,0.72,0.94,normal,normal
4082,0.44,0.955,thin,thin
4083,0.73,0.855,normal,normal
4084,0.67,0.655,fat,fat
4085,0.51,0.93,thin,thin
4086,0.52,0.66,fat,fat
4087,0.48,0.95,thin,thin
4088,0.68,1.0,thin,thin
4089,0.8,0.985,normal,normal
4090,0.61,0.94,thin,thin
4091,0.42,0.925,thin,thin
4092,0.61,0.8,normal,normal
4093,0.52,0.79,normal,normal
4094,0.42,0.795,thin,thin
4095,0.38,0.67,normal,normal
4096,0.54,0.945,thin,thin
4097,0.74,0.75,fat,fat
4098,0.67,0.9,normal,normal
4099,0.6,0.715,fat,fat
4100,0.37,0.705,normal,normal
4101,0.37,0.825,thin,thin
4102,0.6,0.74,fat,fat
4103,0.6,0.775,normal,normal
4104,0.65,0.715,fat,fat
4105,0.66,0.8,fat,fat
4106,0.51,0.755,normal,normal
4107,0.39,0.995,thin,thin
4108,0.58,0.86,normal,normal
4109,0.5,0.99,thin,thin
4110,0.63,0.725,fat,fat
4111,0.78,0.635,fat,fat
4112,0.38,0.875,thin,thin
4113,0.36,0.97,thin,thin
4114,0.78,0.95,normal,normal
4115,0.71,0.955,normal,normal
4116,0.62,0.77,fat,fat
4117,0.39,0.93,thin,thin
4118,0.47,0.98,thin,thin
4119,0.43,0.78,thin,thin
4120,0.77,0.6,fat,fat
4121,0.37,0.705,normal,normal
4122,0.6,0.9,normal,normal
4123,0.6,0.88,normal,normal
4124,0.5,0.87,thin,thin
4125,0.65,0.68,fat,fat
4126,0.47,0.825,thin,thin
4127,0.61,0.66,fat,fat
4128,0.73,0.86,normal,normal
4129,0.76,0.735,fat,fat
4130,0.7,0.89,normal,normal
4131,0.54,0.825,normal,normal
4132,0.54,0.835,normal,normal
4133,0.67,0.98,thin,thin
4134,0.69,0.74,fat,fat
4135,0.73,0.995,thin,normal
4136,0.78,0.625,fat,fat
4137,0.41,0.87,thin,thin
4138,0.64,0.635,fat,fat
4139,0.7,0.625,fat,fat
4140,0.37,0.655,normal,normal
4141,0.72,1.0,thin,normal
4142,0.6,0.875,normal,normal
4143,0.67,0.895,normal,normal
4144,0.76,0.97,normal,normal
4145,0.55,0.63,fat,fat
4146,0.58,0.81,normal,normal
4147,0.47,0.795,normal,thin
4148,0.48,0.805,normal,thin
4149,0.59,0.825,normal,normal
4150,0.39,0.825,thin,thin
4151,0.74,0.745,fat,fat
4152,0.38,0.98,thin,thin
4153,0.4,0.845,thin,thin
4154,0.59,0.905,thin,thin
4155,0.42,0.71,normal,normal
4156,0.62,0.995,thin,thin
4157,0.58,0.785,normal,normal
4158,0.65,0.75,fat,fat
4159,0.75,0.72,fat,fat
4160,0.53,0.645,fat,fat
4161,0.64,0.855,normal,normal
4162,0.67,0.875,normal,normal
4163,0.49,0.68,fat,fat
4164,0.54,0.835,normal,normal
4165,0.51,0.625,fat,fat
4166,0.42,0.95,thin,thin
4167,0.46,0.765,normal,normal
4168,0.45,0.63,fat,fat
